calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood,workout_type_encoded,weather_conditions_encoded,location_encoded,mood_encoded,calories_burned_normalized,distance_km_normalized,active_minutes_normalized,sleep_hours_normalized,heart_rate_avg_normalized
3635.86,16.02,821,8.3,166,Walking,Snow,Park,Happy,4,3,2,0,0.854354174,0.801,0.570535094,0.691666667,0.890756303
2719.79,4.01,398,9.1,159,Walking,Fog,Park,Neutral,4,1,2,1,0.487911516,0.2005,0.276580959,0.758333333,0.831932773
1792.08,16.58,899,11,116,Walking,Snow,Gym,Tired,4,3,0,3,0.116812673,0.829,0.624739402,0.916666667,0.470588235
2482.56,19.15,1075,2.1,168,Walking,Snow,Park,Tired,4,3,2,3,0.393015721,0.9575,0.74704656,0.175,0.907563025
2209.74,19.04,590,0.5,145,Walking,Snow,Park,Tired,4,3,2,3,0.283883355,0.952,0.410006949,0.041666667,0.714285714
3838.3,0.21,73,0.1,106,Walking,Fog,Gym,Neutral,4,1,0,1,0.935333413,0.0105,0.050729673,0.008333333,0.386554622
3694.04,5.25,1416,2.3,97,Walking,Snow,Gym,Happy,4,3,0,0,0.877627105,0.2625,0.984016678,0.191666667,0.31092437
2063.98,14.22,817,9.8,84,Walking,Rain,Gym,Tired,4,2,0,3,0.225577023,0.711,0.567755386,0.816666667,0.201680672
1642.45,3.44,377,8,179,Walking,Clear,Home,Neutral,4,0,1,1,0.056958278,0.172,0.261987491,0.666666667,1
2032.71,2.26,555,3.2,157,Walking,Fog,Gym,Happy,4,1,0,0,0.213068523,0.113,0.385684503,0.266666667,0.81512605
1847.35,13.61,275,0.1,81,Walking,Snow,Gym,Happy,4,3,0,0,0.138921557,0.6805,0.191104934,0.008333333,0.176470588
3791.06,5.7,904,4.4,103,Walking,Clear,Park,Neutral,4,0,2,1,0.916436657,0.285,0.628214038,0.366666667,0.361344538
3169.73,10.54,14,0.3,163,Walking,Snow,Home,Neutral,4,3,1,1,0.667894716,0.527,0.009728978,0.025,0.865546218
3274.02,16,805,5,63,Walking,Clear,Gym,Stressed,4,0,0,2,0.709612384,0.8,0.559416261,0.416666667,0.025210084
3900.9,1.4,283,8.5,113,Walking,Rain,Park,Stressed,4,2,2,2,0.960374415,0.07,0.19666435,0.708333333,0.445378151
3421.09,3.95,688,1.3,82,Walking,Fog,Park,Stressed,4,1,2,2,0.768442738,0.1975,0.478109798,0.108333333,0.18487395
1705.65,10.68,688,3.9,170,Walking,Snow,Gym,Neutral,4,3,0,1,0.08223929,0.534,0.478109798,0.325,0.924369748
2484.15,6.9,1170,3.8,164,Walking,Fog,Gym,Stressed,4,1,0,2,0.393651746,0.345,0.813064628,0.316666667,0.87394958
3108.34,14.03,143,1.5,90,Walking,Fog,Gym,Tired,4,1,0,3,0.643337734,0.7015,0.099374566,0.125,0.25210084
2573.77,17.86,412,3.1,168,Walking,Rain,Park,Happy,4,2,2,0,0.42950118,0.893,0.286309937,0.258333333,0.907563025
2166.72,19.73,1033,3.6,102,Walking,Fog,Home,Neutral,4,1,1,1,0.266674667,0.9865,0.717859625,0.3,0.352941176
3826.34,12.38,919,5.4,116,Walking,Rain,Gym,Neutral,4,2,0,1,0.930549222,0.619,0.638637943,0.45,0.470588235
2922.27,15.07,997,3.6,146,Walking,Snow,Park,Stressed,4,3,2,2,0.568906756,0.7535,0.692842252,0.3,0.722689076
2222.21,10.32,1101,8.9,108,Walking,Rain,Park,Stressed,4,2,2,2,0.288871555,0.516,0.765114663,0.741666667,0.403361345
1744.25,16.94,125,8.3,131,Walking,Clear,Gym,Stressed,4,0,0,2,0.097679907,0.847,0.086865879,0.691666667,0.596638655
2880.29,19.98,798,10.6,127,Walking,Clear,Home,Stressed,4,0,1,2,0.552114085,0.999,0.554551772,0.883333333,0.56302521
1880.69,3.89,237,9,155,Walking,Snow,Park,Neutral,4,3,2,1,0.15225809,0.1945,0.164697707,0.75,0.798319328
2286.16,19.91,386,6.3,154,Walking,Snow,Park,Happy,4,3,2,0,0.314452578,0.9955,0.268241835,0.525,0.789915966
2822.39,7.11,873,3.5,176,Walking,Clear,Home,Stressed,4,0,1,2,0.528953158,0.3555,0.6066713,0.291666667,0.974789916
1695.01,0.16,1171,9.9,86,Walking,Rain,Home,Stressed,4,2,1,2,0.077983119,0.008,0.813759555,0.825,0.218487395
1637.37,5.77,269,8.9,68,Walking,Clear,Park,Happy,4,0,2,0,0.054926197,0.2885,0.186935372,0.741666667,0.067226891
2845.61,9.12,1147,9.5,172,Walking,Rain,Park,Neutral,4,2,2,1,0.53824153,0.456,0.797081306,0.791666667,0.941176471
3532.73,10.9,457,11,98,Walking,Rain,Gym,Stressed,4,2,0,2,0.813100524,0.545,0.317581654,0.916666667,0.319327731
2961.91,12.02,249,5.6,111,Walking,Snow,Gym,Happy,4,3,0,0,0.584763391,0.601,0.173036831,0.466666667,0.428571429
3597.54,10.48,1386,10.3,86,Walking,Snow,Park,Tired,4,3,2,3,0.839025561,0.524,0.963168867,0.858333333,0.218487395
1674.29,13.08,23,4.1,84,Walking,Clear,Park,Neutral,4,0,2,1,0.069694788,0.654,0.015983322,0.341666667,0.201680672
3217.28,11.89,520,10.8,133,Walking,Rain,Home,Stressed,4,2,1,2,0.686915477,0.5945,0.361362057,0.9,0.613445378
3588.54,6.7,23,8.7,129,Walking,Fog,Gym,Tired,4,1,0,3,0.835425417,0.335,0.015983322,0.725,0.579831933
1790.93,14.94,1241,2.3,126,Walking,Rain,Gym,Stressed,4,2,0,2,0.116352654,0.747,0.862404448,0.191666667,0.554621849
2474.22,15.51,242,10.5,101,Walking,Fog,Gym,Happy,4,1,0,0,0.389679587,0.7755,0.168172342,0.875,0.344537815
3927.47,2.91,575,11,70,Walking,Clear,Gym,Stressed,4,0,0,2,0.97100284,0.1455,0.399583044,0.916666667,0.084033613
2640.53,6.21,1004,9.1,133,Walking,Rain,Park,Stressed,4,2,2,2,0.456206248,0.3105,0.697706741,0.758333333,0.613445378
2202.78,15.33,952,6.3,116,Walking,Rain,Gym,Neutral,4,2,0,1,0.281099244,0.7665,0.661570535,0.525,0.470588235
1662.99,9.27,470,7.7,151,Walking,Rain,Park,Happy,4,2,2,0,0.065174607,0.4635,0.326615705,0.641666667,0.764705882
3665.87,18.42,425,2.1,80,Walking,Fog,Park,Tired,4,1,2,3,0.866358654,0.921,0.295343989,0.175,0.168067227
1722.52,2.77,862,11.4,99,Walking,Rain,Gym,Stressed,4,2,0,2,0.08898756,0.1385,0.599027102,0.95,0.327731092
2117.78,2.81,815,0.2,63,Walking,Snow,Gym,Neutral,4,3,0,1,0.247097884,0.1405,0.566365532,0.016666667,0.025210084
1901.52,16.41,1439,2.7,119,Walking,Rain,Home,Stressed,4,2,1,2,0.160590424,0.8205,1,0.225,0.495798319
1998.96,18.43,40,4.8,101,Walking,Snow,Gym,Stressed,4,3,0,2,0.199567983,0.9215,0.027797081,0.4,0.344537815
3959.12,9.1,41,10.8,174,Walking,Rain,Park,Stressed,4,2,2,2,0.983663347,0.455,0.028492008,0.9,0.957983193
1918.62,17.33,121,4.1,125,Walking,Fog,Gym,Tired,4,1,0,3,0.167430697,0.8665,0.084086171,0.341666667,0.546218487
1985.43,17.75,817,3,120,Walking,Snow,Home,Neutral,4,3,1,1,0.194155766,0.8875,0.567755386,0.25,0.504201681
2064.2,10.33,178,8.5,178,Walking,Clear,Park,Tired,4,0,2,3,0.225665027,0.5165,0.123697012,0.708333333,0.991596639
3382.9,3.27,1094,2,167,Walking,Rain,Park,Happy,4,2,2,0,0.753166127,0.1635,0.760250174,0.166666667,0.899159664
3912.25,6.15,47,9.4,139,Walking,Clear,Home,Happy,4,0,1,0,0.964914597,0.3075,0.032661571,0.783333333,0.663865546
3764.04,7.99,1398,0,134,Walking,Clear,Park,Happy,4,0,2,0,0.905628225,0.3995,0.971507992,0,0.621848739
3360.23,5.09,382,12,85,Walking,Clear,Gym,Stressed,4,0,0,2,0.744097764,0.2545,0.265462126,1,0.210084034
3576.35,7.57,815,11.8,130,Walking,Clear,Home,Tired,4,0,1,3,0.830549222,0.3785,0.566365532,0.983333333,0.588235294
2063.16,12.17,317,7.9,90,Walking,Snow,Park,Neutral,4,3,2,1,0.22524901,0.6085,0.220291869,0.658333333,0.25210084
3366.95,7.07,430,7.4,104,Walking,Rain,Gym,Tired,4,2,0,3,0.746785871,0.3535,0.298818624,0.616666667,0.369747899
1893.43,11.38,99,7.7,137,Walking,Clear,Park,Tired,4,0,2,3,0.157354294,0.569,0.068797776,0.641666667,0.647058824
2613.25,13.56,207,9.5,99,Walking,Snow,Gym,Happy,4,3,0,0,0.445293812,0.678,0.143849896,0.791666667,0.327731092
1924.31,5.2,190,11.2,96,Walking,Snow,Park,Stressed,4,3,2,2,0.169706788,0.26,0.132036136,0.933333333,0.302521008
2949.5,1.72,581,11.6,164,Walking,Rain,Home,Neutral,4,2,1,1,0.579799192,0.086,0.403752606,0.966666667,0.87394958
1860.67,6.18,1040,5.9,87,Walking,Fog,Gym,Happy,4,1,0,0,0.14424977,0.309,0.722724114,0.491666667,0.226890756
3676.62,16.71,584,4.7,164,Walking,Snow,Home,Neutral,4,3,1,1,0.870658826,0.8355,0.405837387,0.391666667,0.87394958
3726.39,14.81,231,6.4,132,Walking,Rain,Home,Happy,4,2,1,0,0.890567623,0.7405,0.160528145,0.533333333,0.605042017
3791.73,9.02,160,8.9,92,Walking,Rain,Home,Happy,4,2,1,0,0.916704668,0.451,0.111188325,0.741666667,0.268907563
1894.53,6.38,446,6.2,99,Walking,Fog,Park,Tired,4,1,2,3,0.157794312,0.319,0.309937457,0.516666667,0.327731092
2517.44,19.06,638,10.5,167,Walking,Fog,Home,Stressed,4,1,1,2,0.406968279,0.953,0.443363447,0.875,0.899159664
3672.77,3.78,1132,7.6,119,Walking,Snow,Park,Tired,4,3,2,3,0.869118765,0.189,0.786657401,0.633333333,0.495798319
2491.7,2.38,1426,2.6,174,Walking,Fog,Gym,Neutral,4,1,0,1,0.396671867,0.119,0.990965949,0.216666667,0.957983193
3625.49,12.24,124,1.3,174,Walking,Fog,Park,Tired,4,1,2,3,0.850206008,0.612,0.086170952,0.108333333,0.957983193
2865.6,11.49,395,6.2,127,Walking,Rain,Park,Tired,4,2,2,3,0.54623785,0.5745,0.274496178,0.516666667,0.56302521
2647.14,1.76,1106,4,178,Walking,Clear,Home,Tired,4,0,1,3,0.458850354,0.088,0.768589298,0.333333333,0.991596639
2306.43,14.42,750,0.7,76,Walking,Clear,Gym,Tired,4,0,0,3,0.322560902,0.721,0.521195274,0.058333333,0.134453782
3442.76,17.67,1283,10,108,Walking,Clear,Home,Neutral,4,0,1,1,0.777111084,0.8835,0.891591383,0.833333333,0.403361345
1637.2,2.71,299,2.2,96,Walking,Rain,Home,Neutral,4,2,1,1,0.054858194,0.1355,0.207783183,0.183333333,0.302521008
3948.46,16.07,1126,6.7,92,Walking,Clear,Park,Stressed,4,0,2,2,0.979399176,0.8035,0.782487839,0.558333333,0.268907563
3803.85,12.07,238,8.3,128,Walking,Clear,Home,Neutral,4,0,1,1,0.921552862,0.6035,0.165392634,0.691666667,0.571428571
2741.24,1.83,1056,8.4,95,Walking,Rain,Home,Happy,4,2,1,0,0.49649186,0.0915,0.733842946,0.7,0.294117647
3400.71,5.36,852,6.2,164,Walking,Rain,Home,Stressed,4,2,1,2,0.760290412,0.268,0.592077832,0.516666667,0.87394958
2130.26,13.61,286,3.8,113,Walking,Snow,Park,Happy,4,3,2,0,0.252090084,0.6805,0.198749131,0.316666667,0.445378151
3016.59,19.5,1190,10,101,Walking,Rain,Home,Stressed,4,2,1,2,0.606636265,0.975,0.826963169,0.833333333,0.344537815
1925.25,17.14,920,3.9,174,Walking,Clear,Home,Stressed,4,0,1,2,0.170082803,0.857,0.63933287,0.325,0.957983193
1997.62,15.23,78,6.4,172,Walking,Snow,Gym,Stressed,4,3,0,2,0.199031961,0.7615,0.054204309,0.533333333,0.941176471
1538.81,2.87,622,11.8,124,Walking,Snow,Home,Tired,4,3,1,3,0.01550062,0.1435,0.432244614,0.983333333,0.537815126
3523.16,11.18,909,2.3,161,Walking,Fog,Home,Happy,4,1,1,0,0.809272371,0.559,0.631688673,0.191666667,0.848739496
1980.74,0.23,856,10.3,176,Walking,Clear,Home,Tired,4,0,1,3,0.192279691,0.0115,0.59485754,0.858333333,0.974789916
3011.47,8.14,85,7.8,175,Walking,Clear,Home,Neutral,4,0,1,1,0.604588184,0.407,0.059068798,0.65,0.966386555
1765.89,6.9,81,10.8,138,Walking,Rain,Gym,Tired,4,2,0,3,0.106336253,0.345,0.05628909,0.9,0.655462185
2547.17,18.13,373,9.7,66,Walking,Snow,Park,Happy,4,3,2,0,0.418860754,0.9065,0.259207783,0.808333333,0.050420168
3770.77,15.69,823,5.9,123,Walking,Clear,Gym,Neutral,4,0,0,1,0.908320333,0.7845,0.571924948,0.491666667,0.529411765
2098.64,12.05,626,5.8,65,Walking,Clear,Home,Neutral,4,0,1,1,0.239441578,0.6025,0.435024322,0.483333333,0.042016807
3255.23,11.66,288,5.8,110,Walking,Snow,Park,Stressed,4,3,2,2,0.702096084,0.583,0.200138985,0.483333333,0.420168067
2806.47,0.18,115,3.8,124,Walking,Clear,Park,Tired,4,0,2,3,0.522584903,0.009,0.079916609,0.316666667,0.537815126
3518.11,0.07,16,11.3,155,Walking,Snow,Home,Neutral,4,3,1,1,0.80725229,0.0035,0.011118833,0.941666667,0.798319328
2388.01,9.32,855,8.5,160,Walking,Snow,Park,Neutral,4,3,2,1,0.355194208,0.466,0.594162613,0.708333333,0.840336134
3020.9,1.03,716,0.6,161,Walking,Rain,Park,Neutral,4,2,2,1,0.608360334,0.0515,0.497567755,0.05,0.848739496
2091.14,17.09,982,10.2,69,Walking,Fog,Gym,Stressed,4,1,0,2,0.236441458,0.8545,0.682418346,0.85,0.075630252
1962.6,4.64,183,9,127,Walking,Snow,Park,Stressed,4,3,2,2,0.185023401,0.232,0.127171647,0.75,0.56302521
2949.13,17.72,634,1.3,65,Walking,Snow,Gym,Tired,4,3,0,3,0.579651186,0.886,0.440583739,0.108333333,0.042016807
2431.11,7.7,1039,9.4,63,Walking,Clear,Home,Happy,4,0,1,0,0.372434897,0.385,0.722029187,0.783333333,0.025210084
3798.96,2.14,1162,5.8,68,Walking,Rain,Gym,Tired,4,2,0,3,0.919596784,0.107,0.807505212,0.483333333,0.067226891
3789.64,4.02,110,11.1,165,Walking,Rain,Gym,Stressed,4,2,0,2,0.915868635,0.201,0.076441974,0.925,0.882352941
2683.18,9.93,1084,9.5,99,Walking,Fog,Gym,Happy,4,1,0,0,0.473266931,0.4965,0.753300903,0.791666667,0.327731092
3160.09,17.73,273,3.4,132,Walking,Fog,Home,Tired,4,1,1,3,0.664038562,0.8865,0.18971508,0.283333333,0.605042017
3986.24,18.94,1013,1,122,Walking,Fog,Gym,Neutral,4,1,0,1,0.99451178,0.947,0.703961084,0.083333333,0.521008403
3283.04,13.04,162,3.5,122,Walking,Snow,Park,Tired,4,3,2,3,0.713220529,0.652,0.112578179,0.291666667,0.521008403
1974.64,5.51,606,7.2,163,Walking,Rain,Home,Tired,4,2,1,3,0.189839594,0.2755,0.421125782,0.6,0.865546218
2821.53,0.7,370,1.2,109,Walking,Rain,Home,Happy,4,2,1,0,0.528609144,0.035,0.257123002,0.1,0.411764706
1766.54,19.65,1341,8.2,137,Walking,Fog,Park,Stressed,4,1,2,2,0.106596264,0.9825,0.931897151,0.683333333,0.647058824
2669.92,15.8,1230,6.1,65,Walking,Fog,Home,Neutral,4,1,1,1,0.467962719,0.79,0.85476025,0.508333333,0.042016807
1542.07,14.41,967,0.5,79,Walking,Clear,Park,Tired,4,0,2,3,0.016804672,0.7205,0.671994441,0.041666667,0.159663866
2618.73,4.87,749,2.1,155,Walking,Snow,Gym,Neutral,4,3,0,1,0.447485899,0.2435,0.520500347,0.175,0.798319328
3029.04,9.28,68,0.2,117,Walking,Clear,Park,Tired,4,0,2,3,0.611616465,0.464,0.047255038,0.016666667,0.478991597
3016.71,12.12,1292,7.4,138,Walking,Snow,Park,Tired,4,3,2,3,0.606684267,0.606,0.897845726,0.616666667,0.655462185
1904.92,19.61,1204,9.5,81,Walking,Clear,Home,Neutral,4,0,1,1,0.161950478,0.9805,0.836692147,0.791666667,0.176470588
2213.83,5.32,1272,2.2,156,Walking,Snow,Gym,Stressed,4,3,0,2,0.285519421,0.266,0.883947186,0.183333333,0.806722689
3887.77,11.15,974,6,157,Walking,Clear,Home,Happy,4,0,1,0,0.955122205,0.5575,0.67685893,0.5,0.81512605
1829.11,13.86,1103,2.4,113,Walking,Fog,Home,Neutral,4,1,1,1,0.131625265,0.693,0.766504517,0.2,0.445378151
1906.89,11.28,345,3.1,60,Walking,Fog,Home,Neutral,4,1,1,1,0.16273851,0.564,0.239749826,0.258333333,0
2157.32,2.28,178,1,75,Walking,Rain,Home,Neutral,4,2,1,1,0.262914517,0.114,0.123697012,0.083333333,0.12605042
3068.44,14.64,277,2.3,99,Walking,Fog,Gym,Neutral,4,1,0,1,0.627377095,0.732,0.192494788,0.191666667,0.327731092
3318.66,18.03,133,10.5,171,Walking,Rain,Park,Stressed,4,2,2,2,0.727469099,0.9015,0.092425295,0.875,0.932773109
3439.52,14.07,178,7.9,146,Walking,Rain,Gym,Tired,4,2,0,3,0.775815033,0.7035,0.123697012,0.658333333,0.722689076
2956.48,13.1,1133,3,91,Walking,Snow,Gym,Stressed,4,3,0,2,0.582591304,0.655,0.787352328,0.25,0.260504202
2767.24,15.88,203,11.3,125,Walking,Snow,Gym,Stressed,4,3,0,2,0.506892276,0.794,0.141070188,0.941666667,0.546218487
3019.75,10.37,1420,10.4,119,Walking,Snow,Home,Neutral,4,3,1,1,0.607900316,0.5185,0.986796386,0.866666667,0.495798319
3521.19,11.29,1334,5.2,94,Walking,Rain,Gym,Stressed,4,2,0,2,0.808484339,0.5645,0.927032662,0.433333333,0.285714286
1627.19,17.07,1162,2.8,125,Walking,Clear,Home,Stressed,4,0,1,2,0.050854034,0.8535,0.807505212,0.233333333,0.546218487
3824.28,12.58,913,12,109,Walking,Fog,Gym,Tired,4,1,0,3,0.929725189,0.629,0.634468381,1,0.411764706
3256.92,11.08,222,3,76,Walking,Snow,Gym,Stressed,4,3,0,2,0.702772111,0.554,0.154273801,0.25,0.134453782
1865.22,16.73,709,0.9,80,Walking,Snow,Home,Tired,4,3,1,3,0.146069843,0.8365,0.492703266,0.075,0.168067227
1885.13,2.41,435,9.3,146,Walking,Snow,Gym,Neutral,4,3,0,1,0.154034161,0.1205,0.302293259,0.775,0.722689076
2923.41,18.17,538,8.5,81,Walking,Rain,Home,Stressed,4,2,1,2,0.569362775,0.9085,0.373870744,0.708333333,0.176470588
1659.53,6.25,804,3.2,126,Walking,Rain,Gym,Neutral,4,2,0,1,0.063790552,0.3125,0.558721334,0.266666667,0.554621849
3145.47,11.41,1141,10.9,161,Walking,Fog,Home,Happy,4,1,1,0,0.658190328,0.5705,0.792911744,0.908333333,0.848739496
1623.76,11.81,1265,7.2,154,Walking,Clear,Gym,Happy,4,0,0,0,0.049481979,0.5905,0.879082696,0.6,0.789915966
2309.87,12.75,226,3.2,137,Walking,Rain,Gym,Stressed,4,2,0,2,0.323936957,0.6375,0.157053509,0.266666667,0.647058824
2169.43,14.1,326,3.8,144,Walking,Clear,Park,Neutral,4,0,2,1,0.26775871,0.705,0.226546213,0.316666667,0.705882353
1636.59,1.77,918,9.5,121,Walking,Snow,Home,Stressed,4,3,1,2,0.054614185,0.0885,0.637943016,0.791666667,0.512605042
3672.66,15.04,340,1.3,91,Walking,Snow,Gym,Stressed,4,3,0,2,0.869074763,0.752,0.236275191,0.108333333,0.260504202
2190.17,5.23,375,0.1,140,Walking,Snow,Park,Neutral,4,3,2,1,0.276055042,0.2615,0.260597637,0.008333333,0.672268908
2633.64,14.8,1114,3.3,138,Walking,Clear,Home,Happy,4,0,1,0,0.453450138,0.74,0.774148714,0.275,0.655462185
1882.15,12.1,338,2.5,65,Walking,Snow,Gym,Happy,4,3,0,0,0.152842114,0.605,0.234885337,0.208333333,0.042016807
2960.31,2.4,530,10,99,Walking,Snow,Gym,Happy,4,3,0,0,0.584123365,0.12,0.368311327,0.833333333,0.327731092
3979.23,14.74,665,5.9,118,Walking,Clear,Home,Tired,4,0,1,3,0.991707668,0.737,0.462126477,0.491666667,0.487394958
2922.18,15.3,162,1.5,125,Walking,Fog,Home,Happy,4,1,1,0,0.568870755,0.765,0.112578179,0.125,0.546218487
2966.73,8.91,852,4.8,176,Walking,Snow,Gym,Neutral,4,3,0,1,0.586691468,0.4455,0.592077832,0.4,0.974789916
3968.8,5.6,338,5.4,74,Walking,Fog,Park,Happy,4,1,2,0,0.987535501,0.28,0.234885337,0.45,0.117647059
2155.92,5.8,1204,6.5,174,Walking,Rain,Park,Tired,4,2,2,3,0.262354494,0.29,0.836692147,0.541666667,0.957983193
1828.65,18.47,274,1.7,76,Walking,Rain,Home,Neutral,4,2,1,1,0.131441258,0.9235,0.190410007,0.141666667,0.134453782
3012.5,9.89,496,5.1,98,Walking,Rain,Home,Stressed,4,2,1,2,0.6050002,0.4945,0.344683808,0.425,0.319327731
2248.94,17.37,977,11,63,Walking,Fog,Park,Stressed,4,1,2,2,0.299563983,0.8685,0.678943711,0.916666667,0.025210084
1613.46,10.62,1283,3,175,Walking,Fog,Gym,Tired,4,1,0,3,0.045361814,0.531,0.891591383,0.25,0.966386555
1529.81,16.78,1230,11.3,66,Walking,Clear,Home,Stressed,4,0,1,2,0.011900476,0.839,0.85476025,0.941666667,0.050420168
3091.64,13.35,494,1.2,76,Walking,Snow,Gym,Tired,4,3,0,3,0.636657466,0.6675,0.343293954,0.1,0.134453782
3908.38,12.52,250,4.7,138,Walking,Clear,Home,Neutral,4,0,1,1,0.963366535,0.626,0.173731758,0.391666667,0.655462185
2028.39,19.13,749,4,78,Walking,Rain,Home,Tired,4,2,1,3,0.211340454,0.9565,0.520500347,0.333333333,0.151260504
3210.71,14.19,150,3.1,171,Walking,Fog,Home,Neutral,4,1,1,1,0.684287371,0.7095,0.104239055,0.258333333,0.932773109
3380.19,15.82,1393,8.1,153,Walking,Fog,Park,Stressed,4,1,2,2,0.752082083,0.791,0.968033356,0.675,0.781512605
2283.74,18.48,1400,4.3,62,Walking,Rain,Park,Stressed,4,2,2,2,0.313484539,0.924,0.972897846,0.358333333,0.016806723
3602,16.34,1340,4.1,150,Walking,Fog,Gym,Neutral,4,1,0,1,0.840809632,0.817,0.931202224,0.341666667,0.756302521
2050.06,1.17,649,5.7,154,Walking,Rain,Home,Neutral,4,2,1,1,0.2200088,0.0585,0.451007644,0.475,0.789915966
2814.81,18.11,78,4.5,65,Walking,Fog,Gym,Happy,4,1,0,0,0.525921037,0.9055,0.054204309,0.375,0.042016807
2988.27,7.19,1430,9.9,124,Walking,Rain,Home,Neutral,4,2,1,1,0.595307812,0.3595,0.993745657,0.825,0.537815126
2635.83,6.27,314,0.6,118,Walking,Fog,Park,Happy,4,1,2,0,0.454326173,0.3135,0.218207088,0.05,0.487394958
3736.95,16.27,1089,4.3,87,Walking,Rain,Park,Happy,4,2,2,0,0.894791792,0.8135,0.756775539,0.358333333,0.226890756
2282.09,5.72,590,0.6,108,Walking,Snow,Park,Neutral,4,3,2,1,0.312824513,0.286,0.410006949,0.05,0.403361345
1679.61,2.96,1414,2.8,145,Walking,Rain,Home,Stressed,4,2,1,2,0.071822873,0.148,0.982626824,0.233333333,0.714285714
2634.1,8.92,255,7,87,Walking,Clear,Park,Neutral,4,0,2,1,0.453634145,0.446,0.177206393,0.583333333,0.226890756
2154.72,18.17,743,8.8,115,Walking,Rain,Gym,Stressed,4,2,0,2,0.261874475,0.9085,0.516330785,0.733333333,0.462184874
2075.71,15.88,1150,7.4,155,Walking,Fog,Gym,Happy,4,1,0,0,0.230269211,0.794,0.799166088,0.616666667,0.798319328
2998.4,5.48,490,0.4,169,Walking,Rain,Park,Stressed,4,2,2,2,0.599359974,0.274,0.340514246,0.033333333,0.915966387
2523.06,6.5,463,2.6,86,Walking,Fog,Gym,Tired,4,1,0,3,0.409216369,0.325,0.321751216,0.216666667,0.218487395
3935.78,17.06,420,7.1,179,Walking,Clear,Gym,Neutral,4,0,0,1,0.974326973,0.853,0.291869354,0.591666667,1
3359.3,12.89,1066,11.5,153,Walking,Fog,Home,Happy,4,1,1,0,0.743725749,0.6445,0.740792217,0.958333333,0.781512605
2589.17,17.56,24,10.9,179,Walking,Rain,Gym,Neutral,4,2,0,1,0.435661426,0.878,0.016678249,0.908333333,1
2710.9,11.32,243,11.1,132,Walking,Clear,Gym,Happy,4,0,0,0,0.484355374,0.566,0.168867269,0.925,0.605042017
3733.16,12.41,345,6.7,166,Walking,Clear,Home,Neutral,4,0,1,1,0.893275731,0.6205,0.239749826,0.558333333,0.890756303
2572.61,15.26,892,10.2,68,Walking,Fog,Home,Neutral,4,1,1,1,0.429037161,0.763,0.619874913,0.85,0.067226891
3403.62,7.57,799,4.8,88,Walking,Rain,Gym,Stressed,4,2,0,2,0.761454458,0.3785,0.555246699,0.4,0.235294118
2253.93,4.71,122,0.7,155,Walking,Snow,Gym,Neutral,4,3,0,1,0.301560062,0.2355,0.084781098,0.058333333,0.798319328
2696.59,4.7,1248,9.5,79,Walking,Clear,Home,Stressed,4,0,1,2,0.478631145,0.235,0.867268937,0.791666667,0.159663866
1753.26,9.72,636,6.3,172,Walking,Fog,Park,Stressed,4,1,2,2,0.101284051,0.486,0.441973593,0.525,0.941176471
2840.24,7.02,662,4.6,89,Walking,Fog,Park,Neutral,4,1,2,1,0.536093444,0.351,0.460041696,0.383333333,0.243697479
1560.34,8.46,881,3,85,Walking,Fog,Gym,Stressed,4,1,0,2,0.024112965,0.423,0.612230716,0.25,0.210084034
2912.57,12.26,1018,2.2,117,Walking,Snow,Gym,Stressed,4,3,0,2,0.565026601,0.613,0.707435719,0.183333333,0.478991597
1535.96,13.62,358,11.9,60,Walking,Clear,Park,Stressed,4,0,2,2,0.014360574,0.681,0.248783878,0.991666667,0
2672.87,18.76,1076,7.1,89,Walking,Fog,Gym,Stressed,4,1,0,2,0.469142766,0.938,0.747741487,0.591666667,0.243697479
1607.41,7.83,48,11.1,67,Walking,Fog,Park,Happy,4,1,2,0,0.042941718,0.3915,0.033356498,0.925,0.058823529
1694.66,3.06,1335,2.4,159,Walking,Rain,Gym,Stressed,4,2,0,2,0.077843114,0.153,0.927727589,0.2,0.831932773
2350.45,3.23,479,5.9,62,Walking,Fog,Gym,Neutral,4,1,0,1,0.340169607,0.1615,0.332870049,0.491666667,0.016806723
2991.31,12.69,440,8,81,Walking,Snow,Home,Tired,4,3,1,3,0.596523861,0.6345,0.305767894,0.666666667,0.176470588
2170.23,14.62,1003,4.9,71,Walking,Fog,Home,Happy,4,1,1,0,0.268078723,0.731,0.697011814,0.408333333,0.092436975
2112.15,12.59,500,8,139,Walking,Clear,Park,Tired,4,0,2,3,0.244845794,0.6295,0.347463516,0.666666667,0.663865546
3071.53,7.96,588,6.9,170,Walking,Fog,Gym,Stressed,4,1,0,2,0.628613145,0.398,0.408617095,0.575,0.924369748
2037.45,9.76,1145,4.1,143,Walking,Clear,Home,Happy,4,0,1,0,0.214964599,0.488,0.795691452,0.341666667,0.697478992
3140.23,0.13,1430,5.9,154,Walking,Rain,Home,Neutral,4,2,1,1,0.656094244,0.0065,0.993745657,0.491666667,0.789915966
2165.34,2.85,185,11.1,62,Walking,Rain,Home,Tired,4,2,1,3,0.266122645,0.1425,0.128561501,0.925,0.016806723
3505.81,19.92,19,8,130,Walking,Fog,Gym,Neutral,4,1,0,1,0.802332093,0.996,0.013203614,0.666666667,0.588235294
